"","first","second","AB","A~B","~AB","~A~B","chisquare","percentDependence"
"3836",NA,NA,NA,NA,NA,NA,NA,NA
"3837",NA,NA,NA,NA,NA,NA,NA,NA
"3838",NA,NA,NA,NA,NA,NA,NA,NA
"3839",NA,NA,NA,NA,NA,NA,NA,NA
"3840",NA,NA,NA,NA,NA,NA,NA,NA
"3841",NA,NA,NA,NA,NA,NA,NA,NA
"3842",NA,NA,NA,NA,NA,NA,NA,NA
"3843",NA,NA,NA,NA,NA,NA,NA,NA
"3844",NA,NA,NA,NA,NA,NA,NA,NA
"3845",NA,NA,NA,NA,NA,NA,NA,NA
"3846",NA,NA,NA,NA,NA,NA,NA,NA
"3847",NA,NA,NA,NA,NA,NA,NA,NA
"3848",NA,NA,NA,NA,NA,NA,NA,NA
"3849",NA,NA,NA,NA,NA,NA,NA,NA
"3850",NA,NA,NA,NA,NA,NA,NA,NA
"3851",NA,NA,NA,NA,NA,NA,NA,NA
"3852",NA,NA,NA,NA,NA,NA,NA,NA
"3853","ob_bearing_temp","bearing","8","30","349","2612","2.25172759943996","2.0671834625323"
"3854",NA,NA,NA,NA,NA,NA,NA,NA
"3855",NA,NA,NA,NA,NA,NA,NA,NA
"3856","ob_bearing_temp","bearing_metal_temp","25","13","234","2727","152.081279315798","9.19117647058824"
"3857",NA,NA,NA,NA,NA,NA,NA,NA
"3858",NA,NA,NA,NA,NA,NA,NA,NA
"3859","ob_bearing_temp","bearing_temp_increased","7","31","3","2958","325.768425245039","17.0731707317073"
"3860","ob_bearing_temp","bearing_temperature_increased","13","25","22","2939","335.896135927101","21.6666666666667"
"3861",NA,NA,NA,NA,NA,NA,NA,NA
"3862",NA,NA,NA,NA,NA,NA,NA,NA
"3863",NA,NA,NA,NA,NA,NA,NA,NA
"3864",NA,NA,NA,NA,NA,NA,NA,NA
"3865",NA,NA,NA,NA,NA,NA,NA,NA
"3866",NA,NA,NA,NA,NA,NA,NA,NA
"3867",NA,NA,NA,NA,NA,NA,NA,NA
"3868",NA,NA,NA,NA,NA,NA,NA,NA
"3869",NA,NA,NA,NA,NA,NA,NA,NA
"3870",NA,NA,NA,NA,NA,NA,NA,NA
"3871",NA,NA,NA,NA,NA,NA,NA,NA
"3872",NA,NA,NA,NA,NA,NA,NA,NA
"3873",NA,NA,NA,NA,NA,NA,NA,NA
"3874",NA,NA,NA,NA,NA,NA,NA,NA
"3875",NA,NA,NA,NA,NA,NA,NA,NA
"3876",NA,NA,NA,NA,NA,NA,NA,NA
"3877",NA,NA,NA,NA,NA,NA,NA,NA
"3878",NA,NA,NA,NA,NA,NA,NA,NA
"3879",NA,NA,NA,NA,NA,NA,NA,NA
"3880",NA,NA,NA,NA,NA,NA,NA,NA
"3881",NA,NA,NA,NA,NA,NA,NA,NA
"3882",NA,NA,NA,NA,NA,NA,NA,NA
"3883",NA,NA,NA,NA,NA,NA,NA,NA
"3884",NA,NA,NA,NA,NA,NA,NA,NA
"3885",NA,NA,NA,NA,NA,NA,NA,NA
"3886",NA,NA,NA,NA,NA,NA,NA,NA
"3887",NA,NA,NA,NA,NA,NA,NA,NA
"3888",NA,NA,NA,NA,NA,NA,NA,NA
"3889",NA,NA,NA,NA,NA,NA,NA,NA
"3890",NA,NA,NA,NA,NA,NA,NA,NA
"3891",NA,NA,NA,NA,NA,NA,NA,NA
"3892",NA,NA,NA,NA,NA,NA,NA,NA
"3893",NA,NA,NA,NA,NA,NA,NA,NA
"3894",NA,NA,NA,NA,NA,NA,NA,NA
"3895",NA,NA,NA,NA,NA,NA,NA,NA
"3896",NA,NA,NA,NA,NA,NA,NA,NA
"3897",NA,NA,NA,NA,NA,NA,NA,NA
"3898",NA,NA,NA,NA,NA,NA,NA,NA
"3899",NA,NA,NA,NA,NA,NA,NA,NA
"3900",NA,NA,NA,NA,NA,NA,NA,NA
"3901",NA,NA,NA,NA,NA,NA,NA,NA
"3902",NA,NA,NA,NA,NA,NA,NA,NA
"3903",NA,NA,NA,NA,NA,NA,NA,NA
"3904",NA,NA,NA,NA,NA,NA,NA,NA
"3905",NA,NA,NA,NA,NA,NA,NA,NA
"3906",NA,NA,NA,NA,NA,NA,NA,NA
"3907",NA,NA,NA,NA,NA,NA,NA,NA
"3908",NA,NA,NA,NA,NA,NA,NA,NA
"3909",NA,NA,NA,NA,NA,NA,NA,NA
"3910",NA,NA,NA,NA,NA,NA,NA,NA
"3911",NA,NA,NA,NA,NA,NA,NA,NA
"3912",NA,NA,NA,NA,NA,NA,NA,NA
"3913",NA,NA,NA,NA,NA,NA,NA,NA
"3914",NA,NA,NA,NA,NA,NA,NA,NA
"3915",NA,NA,NA,NA,NA,NA,NA,NA
"3916",NA,NA,NA,NA,NA,NA,NA,NA
"3917",NA,NA,NA,NA,NA,NA,NA,NA
"3918",NA,NA,NA,NA,NA,NA,NA,NA
"3919",NA,NA,NA,NA,NA,NA,NA,NA
"3920",NA,NA,NA,NA,NA,NA,NA,NA
"3921",NA,NA,NA,NA,NA,NA,NA,NA
"3922",NA,NA,NA,NA,NA,NA,NA,NA
"3923",NA,NA,NA,NA,NA,NA,NA,NA
"3924",NA,NA,NA,NA,NA,NA,NA,NA
"3925",NA,NA,NA,NA,NA,NA,NA,NA
"3926",NA,NA,NA,NA,NA,NA,NA,NA
"3927",NA,NA,NA,NA,NA,NA,NA,NA
"3928",NA,NA,NA,NA,NA,NA,NA,NA
"3929",NA,NA,NA,NA,NA,NA,NA,NA
"3930",NA,NA,NA,NA,NA,NA,NA,NA
"3931",NA,NA,NA,NA,NA,NA,NA,NA
"3932",NA,NA,NA,NA,NA,NA,NA,NA
"3933",NA,NA,NA,NA,NA,NA,NA,NA
"3934",NA,NA,NA,NA,NA,NA,NA,NA
"3935",NA,NA,NA,NA,NA,NA,NA,NA
"3936",NA,NA,NA,NA,NA,NA,NA,NA
"3937",NA,NA,NA,NA,NA,NA,NA,NA
"3938",NA,NA,NA,NA,NA,NA,NA,NA
"3939",NA,NA,NA,NA,NA,NA,NA,NA
"3940",NA,NA,NA,NA,NA,NA,NA,NA
"3941",NA,NA,NA,NA,NA,NA,NA,NA
"3942",NA,NA,NA,NA,NA,NA,NA,NA
"3943",NA,NA,NA,NA,NA,NA,NA,NA
"3944",NA,NA,NA,NA,NA,NA,NA,NA
"3945",NA,NA,NA,NA,NA,NA,NA,NA
"3946",NA,NA,NA,NA,NA,NA,NA,NA
"3947",NA,NA,NA,NA,NA,NA,NA,NA
"3948",NA,NA,NA,NA,NA,NA,NA,NA
"3949",NA,NA,NA,NA,NA,NA,NA,NA
"3950",NA,NA,NA,NA,NA,NA,NA,NA
"3951",NA,NA,NA,NA,NA,NA,NA,NA
"3952",NA,NA,NA,NA,NA,NA,NA,NA
"3953",NA,NA,NA,NA,NA,NA,NA,NA
"3954",NA,NA,NA,NA,NA,NA,NA,NA
"3955",NA,NA,NA,NA,NA,NA,NA,NA
"3956",NA,NA,NA,NA,NA,NA,NA,NA
"3957",NA,NA,NA,NA,NA,NA,NA,NA
"3958",NA,NA,NA,NA,NA,NA,NA,NA
"3959",NA,NA,NA,NA,NA,NA,NA,NA
"3960",NA,NA,NA,NA,NA,NA,NA,NA
"3961",NA,NA,NA,NA,NA,NA,NA,NA
"3962",NA,NA,NA,NA,NA,NA,NA,NA
"3963",NA,NA,NA,NA,NA,NA,NA,NA
"3964",NA,NA,NA,NA,NA,NA,NA,NA
"3965",NA,NA,NA,NA,NA,NA,NA,NA
"3966",NA,NA,NA,NA,NA,NA,NA,NA
"3967",NA,NA,NA,NA,NA,NA,NA,NA
"3968",NA,NA,NA,NA,NA,NA,NA,NA
"3969",NA,NA,NA,NA,NA,NA,NA,NA
"3970",NA,NA,NA,NA,NA,NA,NA,NA
"3971",NA,NA,NA,NA,NA,NA,NA,NA
"3972",NA,NA,NA,NA,NA,NA,NA,NA
"3973",NA,NA,NA,NA,NA,NA,NA,NA
"3974",NA,NA,NA,NA,NA,NA,NA,NA
"3975",NA,NA,NA,NA,NA,NA,NA,NA
"3976",NA,NA,NA,NA,NA,NA,NA,NA
"3977",NA,NA,NA,NA,NA,NA,NA,NA
"3978",NA,NA,NA,NA,NA,NA,NA,NA
"3979",NA,NA,NA,NA,NA,NA,NA,NA
"3980",NA,NA,NA,NA,NA,NA,NA,NA
"3981",NA,NA,NA,NA,NA,NA,NA,NA
"3982",NA,NA,NA,NA,NA,NA,NA,NA
"3983",NA,NA,NA,NA,NA,NA,NA,NA
"3984",NA,NA,NA,NA,NA,NA,NA,NA
"3985",NA,NA,NA,NA,NA,NA,NA,NA
"3986",NA,NA,NA,NA,NA,NA,NA,NA
"3987",NA,NA,NA,NA,NA,NA,NA,NA
"3988",NA,NA,NA,NA,NA,NA,NA,NA
"3989",NA,NA,NA,NA,NA,NA,NA,NA
"3990",NA,NA,NA,NA,NA,NA,NA,NA
"3991",NA,NA,NA,NA,NA,NA,NA,NA
"3992",NA,NA,NA,NA,NA,NA,NA,NA
"3993",NA,NA,NA,NA,NA,NA,NA,NA
"3994",NA,NA,NA,NA,NA,NA,NA,NA
"3995",NA,NA,NA,NA,NA,NA,NA,NA
"3996",NA,NA,NA,NA,NA,NA,NA,NA
"3997",NA,NA,NA,NA,NA,NA,NA,NA
"3998",NA,NA,NA,NA,NA,NA,NA,NA
"3999",NA,NA,NA,NA,NA,NA,NA,NA
"4000",NA,NA,NA,NA,NA,NA,NA,NA
"4001",NA,NA,NA,NA,NA,NA,NA,NA
"4002",NA,NA,NA,NA,NA,NA,NA,NA
"4003",NA,NA,NA,NA,NA,NA,NA,NA
"4004",NA,NA,NA,NA,NA,NA,NA,NA
"4005",NA,NA,NA,NA,NA,NA,NA,NA
"4006",NA,NA,NA,NA,NA,NA,NA,NA
"4007",NA,NA,NA,NA,NA,NA,NA,NA
"4008",NA,NA,NA,NA,NA,NA,NA,NA
"4009",NA,NA,NA,NA,NA,NA,NA,NA
"4010",NA,NA,NA,NA,NA,NA,NA,NA
"4011",NA,NA,NA,NA,NA,NA,NA,NA
"4012",NA,NA,NA,NA,NA,NA,NA,NA
"4013",NA,NA,NA,NA,NA,NA,NA,NA
"4014",NA,NA,NA,NA,NA,NA,NA,NA
"4015",NA,NA,NA,NA,NA,NA,NA,NA
"4016",NA,NA,NA,NA,NA,NA,NA,NA
"4017",NA,NA,NA,NA,NA,NA,NA,NA
"4018",NA,NA,NA,NA,NA,NA,NA,NA
"4019",NA,NA,NA,NA,NA,NA,NA,NA
"4020",NA,NA,NA,NA,NA,NA,NA,NA
"4021",NA,NA,NA,NA,NA,NA,NA,NA
"4022",NA,NA,NA,NA,NA,NA,NA,NA
"4023",NA,NA,NA,NA,NA,NA,NA,NA
"4024",NA,NA,NA,NA,NA,NA,NA,NA
"4025",NA,NA,NA,NA,NA,NA,NA,NA
"4026",NA,NA,NA,NA,NA,NA,NA,NA
"4027",NA,NA,NA,NA,NA,NA,NA,NA
"4028",NA,NA,NA,NA,NA,NA,NA,NA
"4029",NA,NA,NA,NA,NA,NA,NA,NA
"4030",NA,NA,NA,NA,NA,NA,NA,NA
"4031",NA,NA,NA,NA,NA,NA,NA,NA
"4032",NA,NA,NA,NA,NA,NA,NA,NA
"4033",NA,NA,NA,NA,NA,NA,NA,NA
"4034",NA,NA,NA,NA,NA,NA,NA,NA
"4035",NA,NA,NA,NA,NA,NA,NA,NA
"4036",NA,NA,NA,NA,NA,NA,NA,NA
"4037",NA,NA,NA,NA,NA,NA,NA,NA
"4038",NA,NA,NA,NA,NA,NA,NA,NA
"4039",NA,NA,NA,NA,NA,NA,NA,NA
"4040",NA,NA,NA,NA,NA,NA,NA,NA
"4041",NA,NA,NA,NA,NA,NA,NA,NA
"4042",NA,NA,NA,NA,NA,NA,NA,NA
"4043",NA,NA,NA,NA,NA,NA,NA,NA
"4044",NA,NA,NA,NA,NA,NA,NA,NA
"4045",NA,NA,NA,NA,NA,NA,NA,NA
"4046",NA,NA,NA,NA,NA,NA,NA,NA
"4047",NA,NA,NA,NA,NA,NA,NA,NA
"4048",NA,NA,NA,NA,NA,NA,NA,NA
"4049",NA,NA,NA,NA,NA,NA,NA,NA
"4050",NA,NA,NA,NA,NA,NA,NA,NA
"4051",NA,NA,NA,NA,NA,NA,NA,NA
"4052","ob_bearing_temp","ib_bearing_temp","13","25","20","2941","357.511444872109","22.4137931034483"
"4053",NA,NA,NA,NA,NA,NA,NA,NA
"4054",NA,NA,NA,NA,NA,NA,NA,NA
"4055",NA,NA,NA,NA,NA,NA,NA,NA
"4056",NA,NA,NA,NA,NA,NA,NA,NA
"4057","ob_bearing_temp","increase","25","13","674","2287","36.487585000742","3.51123595505618"
"4058",NA,NA,NA,NA,NA,NA,NA,NA
"4059",NA,NA,NA,NA,NA,NA,NA,NA
"4060",NA,NA,NA,NA,NA,NA,NA,NA
"4061",NA,NA,NA,NA,NA,NA,NA,NA
"4062",NA,NA,NA,NA,NA,NA,NA,NA
"4063",NA,NA,NA,NA,NA,NA,NA,NA
"4064",NA,NA,NA,NA,NA,NA,NA,NA
"4065",NA,NA,NA,NA,NA,NA,NA,NA
"4066",NA,NA,NA,NA,NA,NA,NA,NA
"4067",NA,NA,NA,NA,NA,NA,NA,NA
"4068",NA,NA,NA,NA,NA,NA,NA,NA
"4069",NA,NA,NA,NA,NA,NA,NA,NA
"4070",NA,NA,NA,NA,NA,NA,NA,NA
"4071",NA,NA,NA,NA,NA,NA,NA,NA
"4072",NA,NA,NA,NA,NA,NA,NA,NA
"4073",NA,NA,NA,NA,NA,NA,NA,NA
"4074",NA,NA,NA,NA,NA,NA,NA,NA
"4075",NA,NA,NA,NA,NA,NA,NA,NA
"4076",NA,NA,NA,NA,NA,NA,NA,NA
"4077",NA,NA,NA,NA,NA,NA,NA,NA
"4078",NA,NA,NA,NA,NA,NA,NA,NA
"4079",NA,NA,NA,NA,NA,NA,NA,NA
"4080",NA,NA,NA,NA,NA,NA,NA,NA
"4081",NA,NA,NA,NA,NA,NA,NA,NA
"4082",NA,NA,NA,NA,NA,NA,NA,NA
"4083",NA,NA,NA,NA,NA,NA,NA,NA
"4084",NA,NA,NA,NA,NA,NA,NA,NA
"4085",NA,NA,NA,NA,NA,NA,NA,NA
"4086",NA,NA,NA,NA,NA,NA,NA,NA
"4087",NA,NA,NA,NA,NA,NA,NA,NA
"4088",NA,NA,NA,NA,NA,NA,NA,NA
"4089",NA,NA,NA,NA,NA,NA,NA,NA
"4090",NA,NA,NA,NA,NA,NA,NA,NA
"4091",NA,NA,NA,NA,NA,NA,NA,NA
"4092",NA,NA,NA,NA,NA,NA,NA,NA
"4093",NA,NA,NA,NA,NA,NA,NA,NA
"4094",NA,NA,NA,NA,NA,NA,NA,NA
"4095",NA,NA,NA,NA,NA,NA,NA,NA
"4096",NA,NA,NA,NA,NA,NA,NA,NA
"4097",NA,NA,NA,NA,NA,NA,NA,NA
"4098",NA,NA,NA,NA,NA,NA,NA,NA
"4099",NA,NA,NA,NA,NA,NA,NA,NA
"4100",NA,NA,NA,NA,NA,NA,NA,NA
"4101",NA,NA,NA,NA,NA,NA,NA,NA
"4102",NA,NA,NA,NA,NA,NA,NA,NA
"4103",NA,NA,NA,NA,NA,NA,NA,NA
"4104",NA,NA,NA,NA,NA,NA,NA,NA
"4105",NA,NA,NA,NA,NA,NA,NA,NA
"4106",NA,NA,NA,NA,NA,NA,NA,NA
"4107",NA,NA,NA,NA,NA,NA,NA,NA
"4108",NA,NA,NA,NA,NA,NA,NA,NA
"4109",NA,NA,NA,NA,NA,NA,NA,NA
"4110",NA,NA,NA,NA,NA,NA,NA,NA
"4111",NA,NA,NA,NA,NA,NA,NA,NA
"4112",NA,NA,NA,NA,NA,NA,NA,NA
"4113",NA,NA,NA,NA,NA,NA,NA,NA
"4114",NA,NA,NA,NA,NA,NA,NA,NA
"4115",NA,NA,NA,NA,NA,NA,NA,NA
"4116",NA,NA,NA,NA,NA,NA,NA,NA
"4117",NA,NA,NA,NA,NA,NA,NA,NA
"4118",NA,NA,NA,NA,NA,NA,NA,NA
"4119","ob_bearing_temp","motor_ob_bearing","14","24","10","2951","584.638111770744","29.1666666666667"
"4120",NA,NA,NA,NA,NA,NA,NA,NA
"4121",NA,NA,NA,NA,NA,NA,NA,NA
"4122",NA,NA,NA,NA,NA,NA,NA,NA
"4123",NA,NA,NA,NA,NA,NA,NA,NA
"4124",NA,NA,NA,NA,NA,NA,NA,NA
"4125",NA,NA,NA,NA,NA,NA,NA,NA
"4126",NA,NA,NA,NA,NA,NA,NA,NA
"4127",NA,NA,NA,NA,NA,NA,NA,NA
"4128",NA,NA,NA,NA,NA,NA,NA,NA
"4129",NA,NA,NA,NA,NA,NA,NA,NA
"4130",NA,NA,NA,NA,NA,NA,NA,NA
"4131",NA,NA,NA,NA,NA,NA,NA,NA
"4132","ob_bearing_temp","ob_bearing_temp","38","0","0","2961","2919.59874358884","100"
"4133",NA,NA,NA,NA,NA,NA,NA,NA
"4134",NA,NA,NA,NA,NA,NA,NA,NA
"4135",NA,NA,NA,NA,NA,NA,NA,NA
"4136",NA,NA,NA,NA,NA,NA,NA,NA
"4137",NA,NA,NA,NA,NA,NA,NA,NA
"4138",NA,NA,NA,NA,NA,NA,NA,NA
"4139",NA,NA,NA,NA,NA,NA,NA,NA
"4140",NA,NA,NA,NA,NA,NA,NA,NA
"4141",NA,NA,NA,NA,NA,NA,NA,NA
"4142",NA,NA,NA,NA,NA,NA,NA,NA
"4143",NA,NA,NA,NA,NA,NA,NA,NA
"4144",NA,NA,NA,NA,NA,NA,NA,NA
"4145",NA,NA,NA,NA,NA,NA,NA,NA
"4146",NA,NA,NA,NA,NA,NA,NA,NA
"4147",NA,NA,NA,NA,NA,NA,NA,NA
"4148",NA,NA,NA,NA,NA,NA,NA,NA
"4149",NA,NA,NA,NA,NA,NA,NA,NA
"4150",NA,NA,NA,NA,NA,NA,NA,NA
"4151",NA,NA,NA,NA,NA,NA,NA,NA
"4152",NA,NA,NA,NA,NA,NA,NA,NA
"4153",NA,NA,NA,NA,NA,NA,NA,NA
"4154",NA,NA,NA,NA,NA,NA,NA,NA
"4155",NA,NA,NA,NA,NA,NA,NA,NA
"4156",NA,NA,NA,NA,NA,NA,NA,NA
"4157",NA,NA,NA,NA,NA,NA,NA,NA
"4158",NA,NA,NA,NA,NA,NA,NA,NA
"4159",NA,NA,NA,NA,NA,NA,NA,NA
"4160",NA,NA,NA,NA,NA,NA,NA,NA
"4161",NA,NA,NA,NA,NA,NA,NA,NA
"4162",NA,NA,NA,NA,NA,NA,NA,NA
"4163",NA,NA,NA,NA,NA,NA,NA,NA
"4164",NA,NA,NA,NA,NA,NA,NA,NA
"4165",NA,NA,NA,NA,NA,NA,NA,NA
"4166",NA,NA,NA,NA,NA,NA,NA,NA
"4167",NA,NA,NA,NA,NA,NA,NA,NA
"4168",NA,NA,NA,NA,NA,NA,NA,NA
"4169",NA,NA,NA,NA,NA,NA,NA,NA
"4170",NA,NA,NA,NA,NA,NA,NA,NA
"4171",NA,NA,NA,NA,NA,NA,NA,NA
"4172",NA,NA,NA,NA,NA,NA,NA,NA
"4173","ob_bearing_temp","pump_ib","6","32","5","2956","209.586928519668","13.953488372093"
"4174",NA,NA,NA,NA,NA,NA,NA,NA
"4175","ob_bearing_temp","pump_ob","7","31","2","2959","363.284069287838","17.5"
"4176",NA,NA,NA,NA,NA,NA,NA,NA
"4177",NA,NA,NA,NA,NA,NA,NA,NA
"4178",NA,NA,NA,NA,NA,NA,NA,NA
"4179",NA,NA,NA,NA,NA,NA,NA,NA
"4180",NA,NA,NA,NA,NA,NA,NA,NA
"4181",NA,NA,NA,NA,NA,NA,NA,NA
"4182",NA,NA,NA,NA,NA,NA,NA,NA
"4183",NA,NA,NA,NA,NA,NA,NA,NA
"4184",NA,NA,NA,NA,NA,NA,NA,NA
"4185",NA,NA,NA,NA,NA,NA,NA,NA
"4186",NA,NA,NA,NA,NA,NA,NA,NA
"4187",NA,NA,NA,NA,NA,NA,NA,NA
"4188",NA,NA,NA,NA,NA,NA,NA,NA
"4189",NA,NA,NA,NA,NA,NA,NA,NA
"4190",NA,NA,NA,NA,NA,NA,NA,NA
"4191",NA,NA,NA,NA,NA,NA,NA,NA
"4192",NA,NA,NA,NA,NA,NA,NA,NA
"4193",NA,NA,NA,NA,NA,NA,NA,NA
"4194",NA,NA,NA,NA,NA,NA,NA,NA
"4195",NA,NA,NA,NA,NA,NA,NA,NA
"4196",NA,NA,NA,NA,NA,NA,NA,NA
"4197",NA,NA,NA,NA,NA,NA,NA,NA
"4198",NA,NA,NA,NA,NA,NA,NA,NA
"4199",NA,NA,NA,NA,NA,NA,NA,NA
"4200",NA,NA,NA,NA,NA,NA,NA,NA
"4201",NA,NA,NA,NA,NA,NA,NA,NA
"4202",NA,NA,NA,NA,NA,NA,NA,NA
"4203",NA,NA,NA,NA,NA,NA,NA,NA
"4204",NA,NA,NA,NA,NA,NA,NA,NA
"4205",NA,NA,NA,NA,NA,NA,NA,NA
"4206",NA,NA,NA,NA,NA,NA,NA,NA
"4207",NA,NA,NA,NA,NA,NA,NA,NA
"4208",NA,NA,NA,NA,NA,NA,NA,NA
"4209",NA,NA,NA,NA,NA,NA,NA,NA
"4210",NA,NA,NA,NA,NA,NA,NA,NA
"4211",NA,NA,NA,NA,NA,NA,NA,NA
"4212",NA,NA,NA,NA,NA,NA,NA,NA
"4213",NA,NA,NA,NA,NA,NA,NA,NA
"4214",NA,NA,NA,NA,NA,NA,NA,NA
"4215",NA,NA,NA,NA,NA,NA,NA,NA
"4216",NA,NA,NA,NA,NA,NA,NA,NA
"4217",NA,NA,NA,NA,NA,NA,NA,NA
"4218",NA,NA,NA,NA,NA,NA,NA,NA
"4219",NA,NA,NA,NA,NA,NA,NA,NA
"4220",NA,NA,NA,NA,NA,NA,NA,NA
"4221",NA,NA,NA,NA,NA,NA,NA,NA
"4222",NA,NA,NA,NA,NA,NA,NA,NA
"4223",NA,NA,NA,NA,NA,NA,NA,NA
"4224",NA,NA,NA,NA,NA,NA,NA,NA
"4225",NA,NA,NA,NA,NA,NA,NA,NA
"4226",NA,NA,NA,NA,NA,NA,NA,NA
"4227",NA,NA,NA,NA,NA,NA,NA,NA
"4228",NA,NA,NA,NA,NA,NA,NA,NA
"4229",NA,NA,NA,NA,NA,NA,NA,NA
"4230",NA,NA,NA,NA,NA,NA,NA,NA
"4231",NA,NA,NA,NA,NA,NA,NA,NA
"4232",NA,NA,NA,NA,NA,NA,NA,NA
"4233",NA,NA,NA,NA,NA,NA,NA,NA
"4234",NA,NA,NA,NA,NA,NA,NA,NA
"4235",NA,NA,NA,NA,NA,NA,NA,NA
"4236",NA,NA,NA,NA,NA,NA,NA,NA
"4237","ob_bearing_temp","temp_increased","21","17","104","2857","238.767711328835","14.7887323943662"
"4238","ob_bearing_temp","temperature","21","17","798","2163","13.7577075635684","2.51196172248804"
"4239",NA,NA,NA,NA,NA,NA,NA,NA
"4240",NA,NA,NA,NA,NA,NA,NA,NA
"4241",NA,NA,NA,NA,NA,NA,NA,NA
"4242",NA,NA,NA,NA,NA,NA,NA,NA
"4243",NA,NA,NA,NA,NA,NA,NA,NA
"4244",NA,NA,NA,NA,NA,NA,NA,NA
"4245",NA,NA,NA,NA,NA,NA,NA,NA
"4246",NA,NA,NA,NA,NA,NA,NA,NA
"4247",NA,NA,NA,NA,NA,NA,NA,NA
"4248",NA,NA,NA,NA,NA,NA,NA,NA
"4249",NA,NA,NA,NA,NA,NA,NA,NA
"4250",NA,NA,NA,NA,NA,NA,NA,NA
"4251",NA,NA,NA,NA,NA,NA,NA,NA
"4252",NA,NA,NA,NA,NA,NA,NA,NA
"4253",NA,NA,NA,NA,NA,NA,NA,NA
"4254",NA,NA,NA,NA,NA,NA,NA,NA
"4255",NA,NA,NA,NA,NA,NA,NA,NA
"4256",NA,NA,NA,NA,NA,NA,NA,NA
"4257",NA,NA,NA,NA,NA,NA,NA,NA
"4258",NA,NA,NA,NA,NA,NA,NA,NA
"4259",NA,NA,NA,NA,NA,NA,NA,NA
"4260",NA,NA,NA,NA,NA,NA,NA,NA
"4261",NA,NA,NA,NA,NA,NA,NA,NA
"4262",NA,NA,NA,NA,NA,NA,NA,NA
"4263",NA,NA,NA,NA,NA,NA,NA,NA
"4264",NA,NA,NA,NA,NA,NA,NA,NA
"4265",NA,NA,NA,NA,NA,NA,NA,NA
"4266",NA,NA,NA,NA,NA,NA,NA,NA
"4267",NA,NA,NA,NA,NA,NA,NA,NA
"4268",NA,NA,NA,NA,NA,NA,NA,NA
"4269",NA,NA,NA,NA,NA,NA,NA,NA
"4270",NA,NA,NA,NA,NA,NA,NA,NA
"4271",NA,NA,NA,NA,NA,NA,NA,NA
"4272",NA,NA,NA,NA,NA,NA,NA,NA
"4273",NA,NA,NA,NA,NA,NA,NA,NA
"4274",NA,NA,NA,NA,NA,NA,NA,NA
"4275",NA,NA,NA,NA,NA,NA,NA,NA
"4276",NA,NA,NA,NA,NA,NA,NA,NA
"4277",NA,NA,NA,NA,NA,NA,NA,NA
"4278",NA,NA,NA,NA,NA,NA,NA,NA
"4279",NA,NA,NA,NA,NA,NA,NA,NA
"4280",NA,NA,NA,NA,NA,NA,NA,NA
"4281",NA,NA,NA,NA,NA,NA,NA,NA
"4282",NA,NA,NA,NA,NA,NA,NA,NA
"4283",NA,NA,NA,NA,NA,NA,NA,NA
"4284",NA,NA,NA,NA,NA,NA,NA,NA
"4285",NA,NA,NA,NA,NA,NA,NA,NA
"4286",NA,NA,NA,NA,NA,NA,NA,NA
"4287",NA,NA,NA,NA,NA,NA,NA,NA
"4288",NA,NA,NA,NA,NA,NA,NA,NA
"4289",NA,NA,NA,NA,NA,NA,NA,NA
"4290",NA,NA,NA,NA,NA,NA,NA,NA
"4291",NA,NA,NA,NA,NA,NA,NA,NA
"4292",NA,NA,NA,NA,NA,NA,NA,NA
"4293",NA,NA,NA,NA,NA,NA,NA,NA
"4294",NA,NA,NA,NA,NA,NA,NA,NA
"4295",NA,NA,NA,NA,NA,NA,NA,NA
"4296",NA,NA,NA,NA,NA,NA,NA,NA
"4297",NA,NA,NA,NA,NA,NA,NA,NA
"4298",NA,NA,NA,NA,NA,NA,NA,NA
"4299",NA,NA,NA,NA,NA,NA,NA,NA
"4300",NA,NA,NA,NA,NA,NA,NA,NA
"4301",NA,NA,NA,NA,NA,NA,NA,NA
"4302",NA,NA,NA,NA,NA,NA,NA,NA
"4303",NA,NA,NA,NA,NA,NA,NA,NA
"4304",NA,NA,NA,NA,NA,NA,NA,NA
"4305",NA,NA,NA,NA,NA,NA,NA,NA
"4306",NA,NA,NA,NA,NA,NA,NA,NA
"4307",NA,NA,NA,NA,NA,NA,NA,NA
"4308",NA,NA,NA,NA,NA,NA,NA,NA
"4309",NA,NA,NA,NA,NA,NA,NA,NA
"4310",NA,NA,NA,NA,NA,NA,NA,NA
"4311",NA,NA,NA,NA,NA,NA,NA,NA
"4312",NA,NA,NA,NA,NA,NA,NA,NA
"4313",NA,NA,NA,NA,NA,NA,NA,NA
"4314",NA,NA,NA,NA,NA,NA,NA,NA
"4315",NA,NA,NA,NA,NA,NA,NA,NA
"4316",NA,NA,NA,NA,NA,NA,NA,NA
"4317",NA,NA,NA,NA,NA,NA,NA,NA
"4318",NA,NA,NA,NA,NA,NA,NA,NA
"4319",NA,NA,NA,NA,NA,NA,NA,NA
"4320",NA,NA,NA,NA,NA,NA,NA,NA
"4321",NA,NA,NA,NA,NA,NA,NA,NA
"4322",NA,NA,NA,NA,NA,NA,NA,NA
"4323",NA,NA,NA,NA,NA,NA,NA,NA
"4324",NA,NA,NA,NA,NA,NA,NA,NA
"4325",NA,NA,NA,NA,NA,NA,NA,NA
"4326",NA,NA,NA,NA,NA,NA,NA,NA
